comment_id,content,creation_time,score,comment_type,clean_content,topic_1_prob,topic_2_prob,topic_3_prob
jd20283559918,发货速度很快 包装完好 没有破损 性价比很高,2023-12-23 15:59:30,5,好评,发货速度很快 包装完好 没有破损 性价比很高,0.06713577,0.06712205,0.8657421
jd20253984986,很nice，大品牌有保障，,2023-12-16 09:01:30,5,好评,很nice大品牌有保障,0.66402173,0.16796061,0.16801696
jd20180535669,发货速度很快，薏米祛湿茶收到了，下班回家拿了一小袋泡茶喝，味道口感都很好哦！为了去除湿气，一定会坚持每天泡一包来喝，期待我的追平吧,2023-11-25 13:02:27,5,好评,发货速度很快薏米祛湿茶收到了下班回家拿了一小袋泡茶喝味道口感都很好哦为了去除湿气一定会坚持每天泡一包来喝期待我的追平吧,0.1679875,0.16794848,0.6640634
jd20174784469,一直买这款◇质量很好，一直最喜欢的产品，京东购物就是省心，价格搞活动也很优惠，物流也很快第二天就到货，真是厉害，必须好评,2023-11-23 17:59:20,5,好评,一直买这款质量很好一直最喜欢的产品京东购物就是省心价格搞活动也很优惠物流也很快第二天就到货真是厉害必须好评,0.6640232,0.16796121,0.16801581
jd20142986110,买回来家里人都在吃，都说很不错，口感也很好，早上起来面部浮肿减轻了许多，主要是体内湿气少了，身体也轻便了很多，湿气无，人轻松!,2023-11-15 19:08:02,5,好评,买回来家里人都在吃都说很不错口感也很好早上起来面部浮肿减轻了许多主要是体内湿气少了身体也轻便了很多湿气无人轻松,0.16804108,0.6639045,0.16805494
jd20140518740,对比了很久精选出来的，整体感觉还是不错的，大品牌信得过，在这个价位来说，应该是性价比超值吧，我挺满意的一次购物体验，值得全五星好评,2023-11-15 10:34:53,5,好评,对比了很久精选出来的整体感觉还是不错的大品牌信得过在这个价位来说应该是性价比超值吧我挺满意的一次购物体验值得全五星好评,0.6640249,0.16796078,0.16801381
jd21111299822,最近发现闺女脸上有虫斑了问了其他宝妈才知道肚子里有虫了打虫片小孩吃不下这种塔塔糖对她的诱惑力就很大她还很爱吃现在脸上的白斑也消下去不少了。,2024-07-27 19:08:14,5,好评,最近发现闺女脸上有虫斑了问了其他宝妈才知道肚子里有虫了打虫片小孩吃不下这种塔塔糖对她的诱惑力就很大她还很爱吃现在脸上的白斑也消下去不少了,0.6640234,0.16796269,0.16801421
jd21110595773,小时候肚子不舒服父母就买塔塔糖给我吃。现在我买给妹妹吃，我感觉还是以前的味道，妹妹很喜欢吃，成分都很干净又是大品牌。很放心，吃了半个月了吧，效果还不错。妹妹还让我给他买,2024-07-27 15:45:47,5,好评,小时候肚子不舒服父母就买塔塔糖给我吃现在我买给妹妹吃我感觉还是以前的味道妹妹很喜欢吃成分都很干净又是大品牌很放心吃了半个月了吧效果还不错妹妹还让我给他买,0.66402316,0.16796228,0.16801405
jd21110576028,可以的，效果很满意，孩子之前挑食脸色很不好，都不长肉，现在吃了一段时间已经开始长体重了，明显的改善，最近蔬菜啥的都吃，胃口真的变好很多。查了防伪码是正品,2024-07-27 15:40:09,5,好评,可以的效果很满意孩子之前挑食脸色很不好都不长肉现在吃了一段时间已经开始长体重了明显的改善最近蔬菜啥的都吃胃口真的变好很多查了防伪码是正品,0.16804396,0.6639004,0.16805583
jd21079051703,崽崽肚子胀有时候会涨，听说塔塔糖吃了有效果，买来试试，崽崽很喜欢这个糖，塔塔糖的日期很新鲜，形状很可爱，孩子还蛮喜欢！,2024-07-19 08:27:34,5,好评,崽崽肚子胀有时候会涨听说塔塔糖吃了有效果买来试试崽崽很喜欢这个糖塔塔糖的日期很新鲜形状很可爱孩子还蛮喜欢,0.16798942,0.16794902,0.6640622
jd21071219827,"北京同仁堂回奶宝回奶茶
回乃宝还可以，喝了几天，没那么胀奶了，证明有效，好评。建议一天喝2包，效果好点。。京东物流很给力，前一天下单，第二天就到了赞!!",2024-07-17 07:12:59,5,好评,北京同仁堂回奶宝回奶茶 回乃宝还可以喝了几天没那么胀奶了证明有效好评建议一天喝2包效果好点京东物流很给力前一天下单第二天就到了赞,0.7771473,0.11142022,0.11143183
jd21044059248,里面是独立包装，拿取也很方便，送货也快，这里的京东不送货上门，喝起来有点酸酸的,2024-07-09 15:46:35,5,好评,里面是独立包装拿取也很方便送货也快这里的京东不送货上门喝起来有点酸酸的,0.16804315,0.66389763,0.16805872
jd20351753972,😍发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice不错，喜欢，性价比高，以后会经常光顾是理想中的产品，质量不错，物流也很快，值得点赞,2024-01-11 13:41:09,5,好评,发货很快两三天就到了这个颜色我很喜欢性价比很高非常nice不错喜欢性价比高以后会经常光顾是理想中的产品质量不错物流也很快值得点赞,0.66402113,0.16796342,0.1680151
jd20916412334,非常不错的东东。一直都在京东商城购买优质商品。同仁堂的健康食品放心购买。最近感觉脾胃不太舒服，吃一些调理一下。每天吃几个不错。,2024-06-10 10:35:19,5,好评,非常不错的东东一直都在京东商城购买优质商品同仁堂的健康食品放心购买最近感觉脾胃不太舒服吃一些调理一下每天吃几个不错,0.16798732,0.16794921,0.6640636
jd20859512719,很快很便捷 上午买的下午就到了,2024-05-28 16:10:54,5,好评,很快很便捷 上午买的下午就到了,0.111960195,0.7760704,0.11196907
jd19386597946,不知道真假我家两小孩吃完没见效果,2023-07-30 21:13:21,3,中评,不知道真假我家两小孩吃完没见效果,0.6640229,0.16796167,0.16801506
jd19726446623,给孩子打虫子用的！非常好,2023-09-17 07:48:30,5,好评,给孩子打虫子用的非常好,0.16798863,0.1679485,0.66406274
jd19678674631,包装很精致，打开很小巧，吧唧一口一个。有嚼劲，好吃。以后的早餐就先吃他了，口感不错。密封性很好，到底是同仁堂出品，果然包装漂亮。同仁堂的东西非常不错。,2023-09-13 18:58:03,5,好评,包装很精致打开很小巧吧唧一口一个有嚼劲好吃以后的早餐就先吃他了口感不错密封性很好到底是同仁堂出品果然包装漂亮同仁堂的东西非常不错,0.1680442,0.6638985,0.16805835
jd19646336348,快递很快，味道很好，至于打虫子效果没发现，大便里没发现虫子，孩子爱吃,2023-09-10 16:03:42,5,好评,快递很快味道很好至于打虫子效果没发现大便里没发现虫子孩子爱吃,0.66402674,0.16796014,0.16801299
jd19641928820,个人觉得喝完很管用的  回奶效果不错,2023-09-09 18:33:01,5,好评,个人觉得喝完很管用的 回奶效果不错,0.1119278,0.111904,0.7761686
jd19618420279,实物与图片相符，我非常喜欢，物流很快，不知道效果如何,2023-09-04 21:24:17,5,好评,实物与图片相符我非常喜欢物流很快不知道效果如何,0.16798998,0.1679483,0.6640609
jd19613314438,宝贝质量不错物美价廉，孩子很喜欢，大小刚好合适，出门携带很方便，物流也很快，隔天送达，非常好，买东西一直喜欢上京东，速度快还有保障,2023-09-03 11:51:00,5,好评,宝贝质量不错物美价廉孩子很喜欢大小刚好合适出门携带很方便物流也很快隔天送达非常好买东西一直喜欢上京东速度快还有保障,0.16798857,0.16795062,0.66406137
jd19609886150,发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买，味道也很好，吃起来甜甜粉粉的，家里老人小孩也很喜欢吃，还会回购,2023-09-02 10:33:02,5,好评,发货很快包装的很好价格也特别实惠还有这么多功效也是不错了值得购买味道也很好吃起来甜甜粉粉的家里老人小孩也很喜欢吃还会回购,0.16804251,0.66390324,0.16805485
jd19603270276,第一次买了这个茶，按客服说的使用，接着喝了2盒，煮了喝的，还是有效果的，快慢因人而异，京东，很快，第二天就收到了，特别好，,2023-08-31 15:22:53,5,好评,第一次买了这个茶按客服说的使用接着喝了2盒煮了喝的还是有效果的快慢因人而异京东很快第二天就收到了特别好,0.16800651,0.16795029,0.66404265
jd19583199395,很好喝，开水一冲就好了，方便，,2023-08-27 14:28:22,5,好评,很好喝开水一冲就好了方便,0.16798842,0.16795047,0.66406095
jd19578402354,夏天老吹空调也不出去运动出汗，身上积累了不少湿气，吃这个八珍糕调理半个月了，本来没报多大的期望想着买来当零食吃吃也好，没想到真的有效果，我小腿的浮肿好了很多，最近睡觉都变香了。,2023-08-26 15:03:44,5,好评,夏天老吹空调也不出去运动出汗身上积累了不少湿气吃这个八珍糕调理半个月了本来没报多大的期望想着买来当零食吃吃也好没想到真的有效果我小腿的浮肿好了很多最近睡觉都变香了,0.16798703,0.16794989,0.66406304
jd19096687841,我很喜欢这个口味，京东的物流是真得快，这个独立袋装的不怕受潮很方便，适合早八人带去公司当早餐,2023-05-09 18:23:54,5,好评,我很喜欢这个口味京东的物流是真得快这个独立袋装的不怕受潮很方便适合早八人带去公司当早餐,0.16798839,0.16794959,0.6640618
jd19096669969,适口性很好！！是我喝过的最好喝的玉米羹，早上喝点对肠胃有养护的，配料表很干净，肠胃不好的可以每天喝一杯,2023-05-09 18:15:41,5,好评,适口性很好是我喝过的最好喝的玉米羹早上喝点对肠胃有养护的配料表很干净肠胃不好的可以每天喝一杯,0.16798705,0.16794775,0.66406494
jd19088039271,物流很快，当天就收到了，减脂期，偶尔吃这个代替主食，吃了有一段时间了，说一下整体感受，看配料有很多种食材原料没仔细尝过，主要还是玉米味，淡淡清甜，我戒糖可以接受，不爱吃甜的可以入，都说玉米糊养胃，但是我感觉对我来说对缓解便秘效果更大，排便畅通的感觉，谁懂啊，绝对回购款,2023-05-06 18:58:45,5,好评,物流很快当天就收到了减脂期偶尔吃这个代替主食吃了有一段时间了说一下整体感受看配料有很多种食材原料没仔细尝过主要还是玉米味淡淡清甜我戒糖可以接受不爱吃甜的可以入都说玉米糊养胃但是我感觉对我来说对缓解便秘效果更大排便畅通的感觉谁懂啊绝对回购款,0.16798681,0.16794762,0.664065
jd19084590277,最近孕吐很严重，早上不能碰带油的食物 婆婆给买了另一个牌子的玉米糊发现吃糊糊不会吐，但那个太甜了，还有添加剂不想多吃 对比了几家后 下单了这家的玉米糊看了是没有添加剂增香剂的 大品牌的也有保障 还问了客服，孕妇和小宝宝都可以吃，特意拍下了，配料表 吃到嘴里有淡淡的玉米香气 吃起来口感清甜正好很解腻，孕期吃不了油水的姐妹可以试试这个。,2023-05-05 16:06:00,5,好评,最近孕吐很严重早上不能碰带油的食物 婆婆给买了另一个牌子的玉米糊发现吃糊糊不会吐但那个太甜了还有添加剂不想多吃 对比了几家后 下单了这家的玉米糊看了是没有添加剂增香剂的 大品牌的也有保障 还问了客服孕妇和小宝宝都可以吃特意拍下了配料表 吃到嘴里有淡淡的玉米香气 吃起来口感清甜正好很解腻孕期吃不了油水的姐妹可以试试这个,0.037302487,0.92539334,0.0373048
jd19055837047,奶奶经常膝盖疼腿麻，去检查是骨质疏松，我一个东北同事之前给她家里人买过这个黄瓜籽粉，她说效果还不错要我买给奶奶试试，看了下成分表钙含量真的挺高的，加了碳酸钙还有维生素，没有什么激素和添加剂就很放心，她食用了快一盒了，说是腿麻没有再出现过了，真的非常好的产品，等奶奶吃完了再买,2023-04-25 19:08:51,5,好评,奶奶经常膝盖疼腿麻去检查是骨质疏松我一个东北同事之前给她家里人买过这个黄瓜籽粉她说效果还不错要我买给奶奶试试看了下成分表钙含量真的挺高的加了碳酸钙还有维生素没有什么激素和添加剂就很放心她食用了快一盒了说是腿麻没有再出现过了真的非常好的产品等奶奶吃完了再买,0.16798685,0.16794822,0.6640652
jd19055826050,黄瓜籽粉回购的收到了，真的很好，我是内分泌药后骨质疏松，吃了你家的黄瓜籽粉骨关节疼不那么痛了，我要长期回购的。,2023-04-25 19:01:38,5,好评,黄瓜籽粉回购的收到了真的很好我是内分泌药后骨质疏松吃了你家的黄瓜籽粉骨关节疼不那么痛了我要长期回购的,0.6640245,0.1679619,0.16801377
jd19055795361,这个比早市上现磨的黄瓜籽粉细，爸妈很喜欢喝说口感要好些，价格也比现磨的低很划算，黄瓜籽是补钙的，我爸妈都50多岁了这几年一直坚持吃黄瓜籽粉，他俩确实要比一般的中老年身体更硬郎些，平时配粥冲水都可以，各种吃法，包装也很方便，不怕受潮，非常推荐,2023-04-25 18:51:48,5,好评,这个比早市上现磨的黄瓜籽粉细爸妈很喜欢喝说口感要好些价格也比现磨的低很划算黄瓜籽是补钙的我爸妈都50多岁了这几年一直坚持吃黄瓜籽粉他俩确实要比一般的中老年身体更硬郎些平时配粥冲水都可以各种吃法包装也很方便不怕受潮非常推荐,0.16798826,0.16794889,0.664063
jd22356230456,同仁堂四君子汤很好。,2025-02-09 07:31:40,5,好评,同仁堂四君子汤很好,0.1679861,0.16794728,0.66406596
jd22274201062,服务到位，物流特别好，吃后追评,2025-01-20 17:09:59,5,好评,服务到位物流特别好吃后追评,0.16804188,0.66390353,0.1680539
jd20356336754,收到就迫不及待打开尝了，有黄瓜淡淡的清香，微微的甜味，很好喝，同仁堂的一款补钙产品，开水冲服，很方便，生产日期很新，京东平台买的，放心，第二天就收到了，快递小哥有礼貌！,2024-01-12 20:36:17,5,好评,收到就迫不及待打开尝了有黄瓜淡淡的清香微微的甜味很好喝同仁堂的一款补钙产品开水冲服很方便生产日期很新京东平台买的放心第二天就收到了快递小哥有礼貌,0.6640259,0.16796075,0.16801389
jd19578373316,真的很好吃呀，早点下午茶都可以，很适合我的口味，吃了不会腻，不含蔗糖的材料足营养价值很高，值得回购!,2023-08-26 14:57:17,5,好评,真的很好吃呀早点下午茶都可以很适合我的口味吃了不会腻不含蔗糖的材料足营养价值很高值得回购,0.16804184,0.6639005,0.16805753
jd19575445078,在网上对比了很多品牌的，最后选了这个牌子。美国西屋的，看网上评价很好，实际到手后，颜值非常惊艳，放在脸上按摩有助眠作用，但是力量不够大，可能更适合孩子们的脸型。,2023-08-25 22:33:24,5,好评,在网上对比了很多品牌的最后选了这个牌子美国西屋的看网上评价很好实际到手后颜值非常惊艳放在脸上按摩有助眠作用但是力量不够大可能更适合孩子们的脸型,0.16798656,0.16795102,0.66406226
jd19574218354,期待效果快递非常给力,2023-08-25 17:39:45,5,好评,期待效果快递非常给力,0.16798575,0.16794777,0.6640665
jd19569623080,"好几年没给孩子杀杀蛔虫了，买一盒回来给孩子杀杀虫😂

儿时的最怕这个塔塔糖😅😅😅

日期还是很新，2023年6月份的",2023-08-24 18:54:21,5,好评,好几年没给孩子杀杀蛔虫了买一盒回来给孩子杀杀虫 儿时的最怕这个塔塔糖 日期还是很新2023年6月份的,0.083928354,0.083911054,0.83216
jd19568784364,最喜欢这种糕点，糯糯的，最重要的是不会太甜，非常适合早餐或者下午茶的时候炫几个，根本停不下来，越嚼越香！,2023-08-24 15:05:27,5,好评,最喜欢这种糕点糯糯的最重要的是不会太甜非常适合早餐或者下午茶的时候炫几个根本停不下来越嚼越香,0.16798688,0.1679493,0.6640637
jd19568742015,八珍糕份量很足，没有添加剂不是垃圾食品，饿了吃不怕长胖，调理脾胃的效果也是杠杠的，夏天孩子一吹空调早上起来就拉肚子，买来给孩子当零食吃有段时间了，现在孩子拉肚子的现象有明显的好转，我简直太开心了,2023-08-24 14:53:12,5,好评,八珍糕份量很足没有添加剂不是垃圾食品饿了吃不怕长胖调理脾胃的效果也是杠杠的夏天孩子一吹空调早上起来就拉肚子买来给孩子当零食吃有段时间了现在孩子拉肚子的现象有明显的好转我简直太开心了,0.16798608,0.16794695,0.664067
jd19565690937,看着还挺好吃的，可可爱爱的，希望希望效果很好。,2023-08-23 16:21:55,5,好评,看着还挺好吃的可可爱爱的希望希望效果很好,0.16798899,0.1679536,0.6640576
jd19563780918,实在没空去医院开处方，暂且网购几包药试试，也是冲着&ldquo;同仁堂&rdquo;的品牌来的。五味药材，分别独立包装，药材看起来很干净。这是基础方，希望有疗效。,2023-08-22 22:57:56,5,好评,实在没空去医院开处方暂且网购几包药试试也是冲着ldquo同仁堂rdquo的品牌来的五味药材分别独立包装药材看起来很干净这是基础方希望有疗效,0.16798824,0.167948,0.6640639
jd19561534718,很不错，已经是第二次购买了，老人和孩子都挺爱吃的，看里面的配料都还可以，口感也不错，非常好的购物体验，还赠送了一罐黑芝麻丸。,2023-08-22 10:52:48,5,好评,很不错已经是第二次购买了老人和孩子都挺爱吃的看里面的配料都还可以口感也不错非常好的购物体验还赠送了一罐黑芝麻丸,0.6640055,0.16797875,0.16801542
jd19558445833,口感非常好，不错的选择,2023-08-21 11:42:55,5,好评,口感非常好不错的选择,0.6640233,0.16796155,0.16801484
jd19168112579,头天晚上下单，第二天到，快递员比较负责，打电话给放放丰巢了，拿回来小孩很喜欢吃，不用劝，自己吃了好几粒，看来味道不错，好评，就不知道效果好不好,2023-06-01 00:53:22,5,好评,头天晚上下单第二天到快递员比较负责打电话给放放丰巢了拿回来小孩很喜欢吃不用劝自己吃了好几粒看来味道不错好评就不知道效果好不好,0.16804315,0.6638994,0.16805787
jd19131953245,买了一瓶，有效果，崽崽说屁屁不痒了，而且脸上的白斑也淡了很多，就每天吃两三个当小零食，甜甜的，想糖果一样，比吃药好哄多了。,2023-05-21 12:19:07,5,好评,买了一瓶有效果崽崽说屁屁不痒了而且脸上的白斑也淡了很多就每天吃两三个当小零食甜甜的想糖果一样比吃药好哄多了,0.1680404,0.6639047,0.16805473
jd19126965680,中药材品质很不错，开袋就能闻到药材本身的清香，每中材料是独立分装的，泡水或者煮汤随意，总之不错。,2023-05-19 18:02:11,5,好评,中药材品质很不错开袋就能闻到药材本身的清香每中材料是独立分装的泡水或者煮汤随意总之不错,0.16798843,0.16794801,0.66406345
jd19103231387,这个玉米羹我从住院期间一直喝到出院的，因为吃中药需要忌口，每天喝白米粥也喝不下去，这个没什么别的添加物的只有食材粉末，不会和中药起冲突，问了医生也说可以喝，吃起来不甜腻，比我小时候吃的玉米糊味道更细腻一些，吃着胃暖暖的，玉米香味很浓郁，代餐还是很适合的,2023-05-11 22:03:20,5,好评,这个玉米羹我从住院期间一直喝到出院的因为吃中药需要忌口每天喝白米粥也喝不下去这个没什么别的添加物的只有食材粉末不会和中药起冲突问了医生也说可以喝吃起来不甜腻比我小时候吃的玉米糊味道更细腻一些吃着胃暖暖的玉米香味很浓郁代餐还是很适合的,0.16804235,0.66390204,0.1680556
jd19103189503,昨晚下单的，今上午就收到了，天气闷热起来了就没什么胃口，很难受，又饿又热的吃不下饭，刷视频知道的玉米糊，想着拍盒先试试味道，中午泡了一碗配点面包全部喝完了，感觉饱腹感也很强，这个天气真的就的偶尔喝点这种清新可口的食物，可以改善点食欲，玉米是优质的膳食纤维又可以保护肠胃，代餐也没问题的，准备再买几盒,2023-05-11 21:47:33,5,好评,昨晚下单的今上午就收到了天气闷热起来了就没什么胃口很难受又饿又热的吃不下饭刷视频知道的玉米糊想着拍盒先试试味道中午泡了一碗配点面包全部喝完了感觉饱腹感也很强这个天气真的就的偶尔喝点这种清新可口的食物可以改善点食欲玉米是优质的膳食纤维又可以保护肠胃代餐也没问题的准备再买几盒,0.66402227,0.16796264,0.16801538
jd19084603583,看博主推荐的 第一次喝玉米羹，因为减肥米饭吃得少了 用来代餐保护肠胃 味道还嘎嘎好香香甜甜的，饱腹感还是蛮强的 低卡不怕长胖 是那种很细的粉 倒点热水很好冲泡不会结团 我比较喜欢浓稠一点的，所以就没有加很多水 没有踩雷，值得推荐。,2023-05-05 16:08:26,5,好评,看博主推荐的 第一次喝玉米羹因为减肥米饭吃得少了 用来代餐保护肠胃 味道还嘎嘎好香香甜甜的饱腹感还是蛮强的 低卡不怕长胖 是那种很细的粉 倒点热水很好冲泡不会结团 我比较喜欢浓稠一点的所以就没有加很多水 没有踩雷值得推荐,0.033563364,0.033556327,0.93288046
jd19068233814,东西收到很快，特意选的京东自营，隔天就送来了，我是最近住院有骨折，医生说喝这个有帮助，现在每天都用牛奶冲泡一杯，喝起来像黄瓜味奶茶，包装很方便，独立包装的不怕受潮，喝完继续买，全5分。,2023-04-29 19:10:23,5,好评,东西收到很快特意选的京东自营隔天就送来了我是最近住院有骨折医生说喝这个有帮助现在每天都用牛奶冲泡一杯喝起来像黄瓜味奶茶包装很方便独立包装的不怕受潮喝完继续买全5分,0.16798824,0.1679475,0.6640641
jd19060411152,前段时间骨折了，昨天听朋友介绍的，这个黄瓜籽粉接骨很有效，马上下单了，今天就到货，物流超赞。期待效果,2023-04-27 11:44:00,5,好评,前段时间骨折了昨天听朋友介绍的这个黄瓜籽粉接骨很有效马上下单了今天就到货物流超赞期待效果,0.6640236,0.16796258,0.16801369
jd21071228062,"北京同仁堂回奶宝回奶茶
回乃宝还可以，喝了几天，没那么胀奶了，证明有效，好评。建议一天喝2包，效果好点。。京东物流很给力，前一天下单，第二天就到了赞!!",2024-07-17 07:17:33,5,好评,北京同仁堂回奶宝回奶茶 回乃宝还可以喝了几天没那么胀奶了证明有效好评建议一天喝2包效果好点京东物流很给力前一天下单第二天就到了赞,0.7771467,0.11142033,0.11143194
jd20111873016,"这个是朋友推荐的, 说黄瓜籽有很好的补钙效果。 我特
意查了一下它里面含有的钙元素比较高,容易被人体吸收 , 且属于食疗补钙 , 没有化学添加更健康 ,并且可以预防骨质疏松 ,所以买来试试看.可以加点糖 会更好喝",2023-11-10 09:06:46,5,好评,这个是朋友推荐的 说黄瓜籽有很好的补钙效果 我特 意查了一下它里面含有的钙元素比较高容易被人体吸收  且属于食疗补钙  没有化学添加更健康 并且可以预防骨质疏松 所以买来试试看可以加点糖 会更好喝,0.03407103,0.93235606,0.033572953
jd19302595776,北京同仁堂产品，盒上有防伪码，包装很好，袋装方便携带，早晨一直喝燕麦粥很单调，加入一袋混合食用，肠胃感觉很舒服，对燕麦还有调味作用，20 g一袋单食略显少，个人感受。,2023-07-04 17:24:22,5,好评,北京同仁堂产品盒上有防伪码包装很好袋装方便携带早晨一直喝燕麦粥很单调加入一袋混合食用肠胃感觉很舒服对燕麦还有调味作用20 g一袋单食略显少个人感受,0.7761455,0.1119112,0.111942984
jd19301547300,这个八珍糕真的爱了，我已经买了五六次吃了，一直都还觉得挺好吃的，可能第一次吃不会太惊艳，但是这个口感是百吃不厌的，因为口感比较天然，不会很甜腻，而且我吃了八珍糕，脸色长痘明显少了，消化也好了。会无限回购的一款,2023-07-04 11:53:03,5,好评,这个八珍糕真的爱了我已经买了五六次吃了一直都还觉得挺好吃的可能第一次吃不会太惊艳但是这个口感是百吃不厌的因为口感比较天然不会很甜腻而且我吃了八珍糕脸色长痘明显少了消化也好了会无限回购的一款,0.16804548,0.6638974,0.16805704
jd22395633056,喝了4天，目前还没有啥效果，继续喝喝看吧,2025-02-18 10:59:28,3,中评,喝了4天目前还没有啥效果继续喝喝看吧,0.16804399,0.6638988,0.16805774
jd19292796068,"身上湿气太重，看着买一点试试，希望有用处。

五种药材，也是常推荐除湿之用。

期待有效果。

依旧赞一下京东物流，确实很快。",2023-07-01 17:01:50,5,好评,身上湿气太重看着买一点试试希望有用处 五种药材也是常推荐除湿之用 期待有效果 依旧赞一下京东物流确实很快,0.067137934,0.06712232,0.8657394
jd19289534537,一口气买了2分，一共6盒，发现一家老小都挺喜欢吃的，小孩子放学回来肚子饿了还可以垫垫肚子，老人家当下午茶点吃，这不比吃零食健康么？常吃还健脾祛湿，总之非常喜欢，我吃了一段时间，肚子老爱胀气的毛病好了，闺蜜也被我种草一起买了。,2023-06-30 17:18:34,5,好评,一口气买了2分一共6盒发现一家老小都挺喜欢吃的小孩子放学回来肚子饿了还可以垫垫肚子老人家当下午茶点吃这不比吃零食健康么常吃还健脾祛湿总之非常喜欢我吃了一段时间肚子老爱胀气的毛病好了闺蜜也被我种草一起买了,0.16798662,0.16794822,0.6640645
jd19283583508,物流速度很快，包装不错，是送货上门，挺好。食物生产日期是今年六月份的，包装期是六个月，已试吃，口感可以，独立包装，携带方便，吃完会回购。,2023-06-28 19:23:19,5,好评,物流速度很快包装不错是送货上门挺好食物生产日期是今年六月份的包装期是六个月已试吃口感可以独立包装携带方便吃完会回购,0.66402155,0.16796383,0.16801584
jd19276594965,第一次买黄瓜籽粉，不知效果口味如何，买给老人的，补点钙质，也可以加餐使用。应该是很健康的食品，小袋包装，很方便，也可以随身携带。,2023-06-26 17:44:29,5,好评,第一次买黄瓜籽粉不知效果口味如何买给老人的补点钙质也可以加餐使用应该是很健康的食品小袋包装很方便也可以随身携带,0.16799062,0.16795479,0.66405505
jd19268295078,京东快递还真是快。第二天货就到了。包装特别的好。八珍糕微甜味道还可以。,2023-06-24 12:32:45,5,好评,京东快递还真是快第二天货就到了包装特别的好八珍糕微甜味道还可以,0.66402495,0.16796204,0.16801317
jd19265694614,确实非常好，确实非常好，很不错，这个我会再复购的。,2023-06-23 17:31:55,5,好评,确实非常好确实非常好很不错这个我会再复购的,0.16804263,0.66390216,0.16805539
jd19190921423,这个产品和它价位相比来说，还是很合适的质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们宝贝收到了，包装很结实，应该是个好东西，先给好评了💌心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实👍,2023-06-06 08:20:21,5,好评,这个产品和它价位相比来说还是很合适的质量很好哦发货也很快一家非常喜欢的店铺我要疯狂推荐给朋友们宝贝收到了包装很结实应该是个好东西先给好评了心仪已久果断下手用过之后感觉很不错是正品快递也很给力果然名副其实,0.6640267,0.16796091,0.1680124
jd19388714922,很好吃的八珍糕，大人小孩都是爱吃。,2023-07-31 15:18:59,5,好评,很好吃的八珍糕大人小孩都是爱吃,0.66402394,0.16796075,0.1680155
jd19383295328,喝了有两天了，奶水确实变少了，现在在慢慢的回奶中，之前吃医生开的B6，效果不佳，涨的时候可难受了，现在好多了，奶水减少挺明显的，这两天终于能睡个好点的觉了，特意来给好评的，产品很赞，服务很赞！,2023-07-29 20:19:37,5,好评,喝了有两天了奶水确实变少了现在在慢慢的回奶中之前吃医生开的B6效果不佳涨的时候可难受了现在好多了奶水减少挺明显的这两天终于能睡个好点的觉了特意来给好评的产品很赞服务很赞,0.66402274,0.16796128,0.16801585
jd19383294999,回购第二次了，平时嘴馋了就吃一个，解馋又养生，舌苔看着变薄了，舌头边边也光滑了很多，感觉还是有效果的，反正坚持吃，就当是健康小零食吃，非常不错。,2023-07-29 20:20:51,5,好评,回购第二次了平时嘴馋了就吃一个解馋又养生舌苔看着变薄了舌头边边也光滑了很多感觉还是有效果的反正坚持吃就当是健康小零食吃非常不错,0.664023,0.16796158,0.16801682
jd19383292521,自然的醇香，是好吃的，之前刷小视频刷到过好几次，说这个祛湿好，这个是独立包装的，感觉挺好，同事说他之前买的很干没这个好吃，我买的这个是比较软的，口感很好，吃了几天，上厕所舒服了，感觉到前所未有的轻松，坚持一段时间先,2023-07-29 20:17:10,5,好评,自然的醇香是好吃的之前刷小视频刷到过好几次说这个祛湿好这个是独立包装的感觉挺好同事说他之前买的很干没这个好吃我买的这个是比较软的口感很好吃了几天上厕所舒服了感觉到前所未有的轻松坚持一段时间先,0.16804303,0.66390085,0.16805607
jd19383284999,效果比预期的好，原本以为像我这种奶水这么多的回奶会比较慢，我现在喝完三盒已经不涨了，又买了一盒巩固。而且味道也可以，有股大麦茶的清香，口感还是比较好接受的，当然最关键的还是效果确实很好。回奶的宝妈可以试试,2023-07-29 20:15:31,5,好评,效果比预期的好原本以为像我这种奶水这么多的回奶会比较慢我现在喝完三盒已经不涨了又买了一盒巩固而且味道也可以有股大麦茶的清香口感还是比较好接受的当然最关键的还是效果确实很好回奶的宝妈可以试试,0.16804448,0.6638989,0.16805652
jd19362649412,以前购买过，口感很好，家里有糖尿病人，下午喝了茶以后可以吃一些对身体没有伤害。,2023-07-23 12:20:32,5,好评,以前购买过口感很好家里有糖尿病人下午喝了茶以后可以吃一些对身体没有伤害,0.66402185,0.16796331,0.16801502
